id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
214,Steag,Steag_image.png,NONE,Steag,1923,,,,,,,,,,,,,,,,"Steag ist ein deutsches Energieunternehmen, das sich auf die Erzeugung von Strom und Wärme spezialisiert hat. Das Unternehmen wurde 1923 gegründet und hat sich seitdem zu einem wichtigen Akteur im Energiemarkt entwickelt. Steag ist bekannt für seine innovativen Lösungen und seine starke Marktposition in der Energiebranche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
215,Emil Frey,Emil_Frey_image.png,NONE,Emil Frey,1895,,,,,,,,,,,,,,,,"Emil Frey ist ein international tätiges Unternehmen, das sich auf den Automobilhandel spezialisiert hat. Gegründet im Jahr 1895, hat sich das Unternehmen zu einem der führenden Akteure in der Automobilbranche entwickelt. Emil Frey ist bekannt für seine breite Palette an Automarken und Dienstleistungen. Das Unternehmen hat eine starke Marktposition und ist für seine Innovationskraft und Kundenzufriedenheit bekannt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
216,Axel Springer,Axel_Springer_image.png,NONE,Axel Springer,1946,,,,,,,,,,,,,,,,"Axel Springer SE ist ein deutsches Medienunternehmen mit Sitz in Berlin. Das Unternehmen ist im Bereich der digitalen Medien, Printmedien und Online-Marktplätze tätig. Axel Springer wurde 1946 gegründet und hat sich zu einem der führenden Medienkonzerne Europas entwickelt. Das Unternehmen ist bekannt für seine journalistische Qualität und innovative digitale Strategie.",Mathias Döpfner,,,,,,,,,,,,False,False,False,False,False
217,Umicore,Umicore_image.png,NONE,Umicore,1805,,,,,,,,,,,,,,,,"Umicore ist ein belgisches Unternehmen, das sich auf Materialtechnologien und Recycling spezialisiert hat. Das Unternehmen wurde 1805 gegründet und hat sich im Laufe der Zeit zu einem führenden Anbieter von nachhaltigen Lösungen für saubere Mobilität und Recycling entwickelt. Umicore ist international tätig und bekannt für seine Innovationen in den Bereichen Elektromobilität, Edelmetalle und Oberflächentechnologien.",Marc Grynberg,,,,,,,,,,,,False,False,False,False,False
218,Rolls-Royce Power Systems,Rolls-Royce_Power_Systems_image.png,NONE,Rolls-Royce Power Systems,1904,,,,,,,,,,,,,,,,"Rolls-Royce Power Systems ist ein führender Anbieter von integrierten Antriebssystemen und Dienstleistungen für die Schifffahrts-, Energie- und Bergbauindustrie. Das Unternehmen hat eine lange Geschichte in der Entwicklung von innovativen Antriebstechnologien und ist bekannt für seine Zuverlässigkeit und Effizienz. Mit einer starken Marktposition und einem globalen Kundenstamm ist Rolls-Royce Power Systems ein wichtiger Akteur in seinem Bereich.",Warren East,,,,,,,,,,,,False,False,False,False,False
219,Dow,Dow_image.png,DOW,The Dow Chemical Company,1897,,,,,,,,,,,,,,,,Die Dow Chemical Company ist ein weltweit führendes Unternehmen in der Chemiebranche. Das Unternehmen hat eine lange Geschichte und ist für seine Innovationen und seine starke Marktposition bekannt. Dow stellt eine Vielzahl von chemischen Produkten her und bedient verschiedene Branchen. Zu den wichtigen Fakten gehören die globale Präsenz und das Engagement für Nachhaltigkeit.,Jim Fitterling,,,,,,,,,,,,False,False,False,False,False
220,Diehl,Diehl_image.png,NONE,Diehl,1902,,,,,,,,,,,,,,,,"Diehl ist ein deutsches Familienunternehmen, das sich auf die Bereiche Metallverarbeitung, Luftfahrt, Verteidigung, Energie und Gebäudetechnik spezialisiert hat. Gegründet im Jahr 1902, hat Diehl eine starke Marktposition in verschiedenen Branchen und ist bekannt für seine innovativen Lösungen und Produkte.",Dr. Heinz S. Diehl,,,,,,,,,,,,False,False,False,False,False
221,Orlen,Orlen_image.png,NONE,Orlen,1999,,,,,,,,,,,,,,,,"Orlen ist ein führendes polnisches Energieunternehmen, das sich auf die Raffination und den Vertrieb von Erdölprodukten spezialisiert hat. Das Unternehmen wurde 1999 gegründet und hat sich seitdem zu einem wichtigen Akteur im Energiemarkt entwickelt. Mit einer starken Marktposition und einer diversifizierten Produktpalette ist Orlen bekannt für seine Innovationskraft und seine nachhaltigen Geschäftspraktiken.",Daniel Obajtek,,,,,,,,,,,,False,False,False,False,False
222,Stada,Stada_image.png,NONE,Stada Arzneimittel AG,1895,,,,,,,,,,,,,,,,"Stada Arzneimittel AG ist ein deutsches Pharmaunternehmen mit Sitz in Bad Vilbel. Das Unternehmen konzentriert sich auf die Entwicklung, Herstellung und Vermarktung von Generika und Markenarzneimitteln in verschiedenen Therapiebereichen. Stada hat eine lange Geschichte in der Pharmaindustrie und ist bekannt für seine qualitativ hochwertigen Produkte. Das Unternehmen hat eine starke Marktposition in Europa und expandiert zunehmend in internationale Märkte. Stada legt großen Wert auf Innovation und Patientenzufriedenheit.",Peter Goldschmidt,,,,,,,,,,,,False,False,True,False,False
223,Dekra,Dekra_image.png,NONE,Dekra,1925,,,,,,,,,,,,,,,,"Dekra ist eine international tätige Expertenorganisation, die Dienstleistungen im Bereich Sicherheit und Qualität anbietet. Das Unternehmen wurde 1925 gegründet und hat sich zu einem führenden Anbieter von Prüfungen, Zertifizierungen und Beratungsdienstleistungen entwickelt. Dekra ist bekannt für seine Expertise in den Bereichen Fahrzeugprüfung, Industrieinspektionen, Umweltschutz und Arbeitssicherheit. Mit über 44.000 Mitarbeitern in mehr als 60 Ländern ist Dekra weltweit präsent und unterstützt Unternehmen dabei, ihre Prozesse zu optimieren und die Sicherheit zu erhöhen.",Stefan Kölbl,,,,,,,,,,,,False,False,False,False,False
224,BAT,BAT_image.png,BAT,British American Tobacco plc,1902,,,,,,,,,,,,,,,,"British American Tobacco plc ist ein multinationales Unternehmen, das sich auf Tabakprodukte spezialisiert hat. Das Unternehmen hat eine lange Geschichte und ist einer der größten Tabakhersteller der Welt. Es ist in verschiedenen Ländern tätig und bietet eine Vielzahl von Tabakprodukten an. British American Tobacco plc hat eine starke Marktposition in der Tabakindustrie und ist für seine Innovationen und Markenbekanntheit bekannt.",Jack Bowles,,,,,,,,,,,,False,False,False,False,False
225,Aunde,Aunde_image.png,NONE,Aunde,1979,,,,,,,,,,,,,,,,"Aunde ist ein international tätiges Unternehmen, das sich auf die Herstellung von Textilien und Automobilzubehör spezialisiert hat. Gegründet im Jahr 1979, hat sich das Unternehmen als führender Anbieter in der Branche etabliert. Aunde zeichnet sich durch innovative Produkte, hohe Qualität und kundenorientierten Service aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
226,OMV,OMV_image.png,OMV.VI,OMV AG,1956,,,,,,,,,,,,,,,,"OMV AG ist ein führendes internationales Öl- und Gasunternehmen mit Sitz in Wien, Österreich. Das Unternehmen ist in der Exploration, Produktion, Raffinerie und Vermarktung von Erdöl und Erdgas tätig. Mit einer Geschichte, die bis in die 1950er Jahre zurückreicht, hat sich OMV zu einem bedeutenden Akteur in der Energiebranche entwickelt. Das Unternehmen ist in mehreren Ländern tätig und hat eine starke Marktposition in der Region.",Rainer Seele,,,,,,,,,,,,False,False,True,False,False
227,Fujitsu,Fujitsu_image.png,NONE,Fujitsu Limited,1935,,,,,,,,,,,,,,,,"Fujitsu Limited ist ein japanisches multinationales Unternehmen, das in den Bereichen Informationstechnologie, Telekommunikation, Halbleiter und Cloud Computing tätig ist. Das Unternehmen wurde 1935 gegründet und hat eine starke Marktposition in verschiedenen Technologiesektoren. Fujitsu ist bekannt für seine Innovationen und seine Beteiligung an der Entwicklung moderner Technologien.",Takahito Tokita,,,,,,,,,,,,False,False,False,False,False
228,Lufthansa Technik,Lufthansa_Technik_image.png,LHA,Lufthansa Technik,1994,,,,,,,,,,,,,,,,"Lufthansa Technik ist ein weltweit führender Anbieter von Wartungs-, Reparatur- und Überholungsdienstleistungen für die Luftfahrtindustrie. Das Unternehmen wurde 1994 gegründet und hat sich seitdem einen exzellenten Ruf für Qualität und Innovation erarbeitet. Mit einer starken Marktposition und einem breiten Leistungsspektrum ist Lufthansa Technik ein wichtiger Partner für Fluggesellschaften weltweit.",Herr Johannes Bussmann,,,,,,,,,,,,False,False,False,False,False
229,IBM,IBM_image.png,IBM,International Business Machines Corporation,1911,,,,,,,,,,,,,,,,"Die International Business Machines Corporation (IBM) ist ein weltweit führendes Technologieunternehmen, das sich auf Hardware, Software, Cloud Computing und künstliche Intelligenz spezialisiert hat. Gegründet im Jahr 1911, hat sich IBM im Laufe der Jahre als Pionier in der Informationstechnologie etabliert und ist bekannt für seine Innovationen in den Bereichen Computer, Datenanalyse und Unternehmenslösungen. Mit einer starken Marktposition und einer langen Geschichte der technologischen Führung ist IBM ein wichtiger Akteur in der globalen IT-Branche.",Arvind Krishna,,,,,,,,,,,,False,False,False,False,False
230,Otto Fuchs,Otto_Fuchs_image.png,NONE,Otto Fuchs,1922,,,,,,,,,,,,,,,,"Otto Fuchs ist ein deutsches Unternehmen, das sich auf die Herstellung von Metallkomponenten für verschiedene Branchen spezialisiert hat. Gegründet im Jahr 1922, hat sich das Unternehmen einen festen Platz im Markt erarbeitet und ist für seine qualitativ hochwertigen Produkte bekannt.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
231,MAN Energy Solutions,MAN_Energy_Solutions_image.png,NONE,MAN Energy Solutions,1758,,,,,,,,,,,,,,,,"MAN Energy Solutions ist ein weltweit führender Anbieter von Motorentechnik, Energieerzeugungssystemen und Dienstleistungen für die Schifffahrts-, Energie- und Industriebranche. Das Unternehmen hat eine lange Geschichte und ist bekannt für seine innovativen Lösungen und seine starke Marktposition.",Uwe Lauber,,,,,,,,,,,,False,False,False,False,False
232,Douglas,Douglas_image.png,NONE,Douglas,1821,,,,,,,,,,,,,,,,"Douglas ist ein führendes deutsches Unternehmen im Bereich Parfümerie und Kosmetik. Gegründet im Jahr 1821, hat sich das Unternehmen zu einer bekannten Marke mit einer starken Marktposition entwickelt. Douglas bietet eine breite Palette von Produkten und Dienstleistungen an und ist in verschiedenen Ländern präsent.",Tina Müller,,,,,,,,,,,,False,False,False,False,False
233,Nestlé,Nestlé_image.png,NSRGF,Nestlé S.A.,1866,,,,,,,,,,,,,,,,"Nestlé ist ein weltweit führendes Unternehmen in der Lebensmittel- und Getränkeindustrie. Das Unternehmen wurde 1866 gegründet und hat eine starke Marktposition mit einer Vielzahl von bekannten Marken. Nestlé ist bekannt für seine Innovationen, Nachhaltigkeitsbemühungen und sein Engagement für die Gesundheit der Verbraucher.",Ulf Mark Schneider,,,,,,,,,,,,False,False,True,False,False
234,Novelis,Novelis_image.png,NONE,Novelis,1945,,,,,,,,,,,,,,,,"Novelis ist ein weltweit führender Hersteller von Aluminiumwalzprodukten. Das Unternehmen wurde 1945 gegründet und hat sich auf die Produktion von Aluminiumblechen für verschiedene Branchen spezialisiert. Novelis ist bekannt für seine Innovationen in der Aluminiumverarbeitung und hat eine starke Marktposition in der Automobil-, Verpackungs- und Bauindustrie. Mit Produktionsstätten in verschiedenen Ländern ist Novelis ein wichtiger Akteur in der globalen Aluminiumbranche.",Steve Fisher,,,,,,,,,,,,False,False,False,False,False
235,Procter & Gamble Germany,Procter_&_Gamble_Germany_image.png,NONE,Procter & Gamble Germany,1837,,,,,,,,,,,,,,,,"Procter & Gamble Germany ist ein führendes Unternehmen im Bereich Konsumgüter. Das Unternehmen wurde 1837 gegründet und hat eine starke Marktposition weltweit. Procter & Gamble Germany ist bekannt für seine vielfältigen Marken und Produkte in den Bereichen Haushaltspflege, Körperpflege und Gesundheit. Das Unternehmen hat eine lange Geschichte der Innovation und des Engagements für Qualität.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
236,Gemalto,Gemalto_image.png,NONE,Gemalto,2006,,,,,,,,,,,,,,,,Gemalto war ein internationaler Anbieter von digitalen Sicherheitslösungen mit Schwerpunkt auf Authentifizierung und Datenschutz. Das Unternehmen war bekannt für seine Innovationen im Bereich der sicheren Identitäts- und Zugriffsmanagementlösungen. Gemalto wurde 2019 von Thales übernommen.,,,,,,,,,,,,,False,False,False,False,False
237,Hewlett Packard,Hewlett_Packard_image.png,HPQ,Hewlett Packard Enterprise Company,1993,,,,,,,,,,,,,,,,"Hewlett Packard Enterprise Company ist ein globales Technologieunternehmen, das sich auf Unternehmenslösungen und Dienstleistungen konzentriert. Das Unternehmen bietet eine breite Palette von IT-Produkten, darunter Server, Speicher, Netzwerkprodukte, Software und Cloud-Lösungen. Hewlett Packard Enterprise hat eine lange Geschichte in der Technologiebranche und ist bekannt für seine Innovationskraft und seine starke Marktposition in verschiedenen Segmenten.",Antonio Neri,,,,,,,,,,,,False,False,True,False,False
238,Alfred Kärcher,Alfred_Kärcher_image.png,NONE,Alfred Kärcher,1935,,,,,,,,,,,,,,,,"Alfred Kärcher ist ein deutsches Unternehmen, das sich auf die Herstellung von Reinigungsgeräten und -systemen spezialisiert hat. Gegründet im Jahr 1935, hat sich das Unternehmen zu einem weltweit führenden Anbieter in der Reinigungsbranche entwickelt. Mit innovativen Produkten und einer starken Marktposition bietet Kärcher Lösungen für private Haushalte, Gewerbe und Industrie. Das Unternehmen legt großen Wert auf Qualität, Nachhaltigkeit und Kundenzufriedenheit.",Hartmut Jenner,,,,,,,,,,,,False,False,False,False,False
239,Cronimet Holding,Cronimet_Holding_image.png,NONE,Cronimet Holding,1990,,,,,,,,,,,,,,,,"Cronimet Holding ist ein international tätiges Unternehmen, das sich auf die Bereitstellung von Rohstoffen und Recyclinglösungen spezialisiert hat. Das Unternehmen wurde 1990 gegründet und hat sich seitdem zu einem wichtigen Akteur in der Branche entwickelt. Cronimet Holding ist bekannt für seine innovative Herangehensweise an Ressourcenmanagement und seine starke Marktposition weltweit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
240,Phoenix Contact,Phoenix_Contact_image.png,NONE,Phoenix Contact,1923,,,,,,,,,,,,,,,,"Phoenix Contact ist ein deutsches Unternehmen, das sich auf die Entwicklung und Herstellung von elektrischen Verbindungs- und Automatisierungstechnologien spezialisiert hat. Das Unternehmen wurde 1923 gegründet und hat sich seitdem zu einem weltweit führenden Anbieter in seinem Bereich entwickelt. Phoenix Contact bietet innovative Lösungen für verschiedene Branchen und ist bekannt für seine Zuverlässigkeit und Qualität. Das Unternehmen hat eine starke Marktposition und ist international tätig.",Frank Stuehrenberg,,,,,,,,,,,,False,False,False,False,False
241,Sartorius,Sartorius_image.png,SRT,Sartorius AG,1870,,,,,,,,,,,,,,,,"Sartorius ist ein international führender Partner der biopharmazeutischen Industrie und Forschung. Das Unternehmen bietet innovative Technologien und Dienstleistungen, die in den Bereichen Bioprozessentwicklung, Herstellung von biopharmazeutischen Medikamenten, Laborinstrumente und -verbrauchsmaterialien eingesetzt werden. Mit einer langen Geschichte und einem starken Fokus auf Qualität und Innovation hat sich Sartorius eine führende Marktposition erarbeitet.",Joachim Kreuzburg,,,,,,,,,,,,False,False,True,False,False
242,Drägerwerk,Drägerwerk_image.png,DRW3,Drägerwerk AG & Co. KGaA,1889,,,,,,,,,,,,,,,,"Drägerwerk ist ein international führender Anbieter von Medizin- und Sicherheitstechnik. Das Unternehmen wurde 1889 gegründet und hat sich auf die Entwicklung und Produktion von Atemschutzgeräten, Medizintechnik und Sicherheitssystemen spezialisiert. Drägerwerk ist bekannt für seine innovativen Lösungen und seine starke Marktposition in verschiedenen Branchen.",Stefan Dräger,,,,,,,,,,,,False,False,True,False,False
243,Arlanxeo Deutschland,Arlanxeo_Deutschland_image.png,NONE,Arlanxeo Deutschland,2016,,,,,,,,,,,,,,,,Arlanxeo Deutschland ist ein führender Anbieter von Hochleistungskautschuken für verschiedene Branchen. Das Unternehmen entstand aus einem Joint Venture zwischen Lanxess und Saudi Aramco. Arlanxeo Deutschland hat eine starke Marktposition in der Kautschukindustrie und ist bekannt für seine innovativen Produkte und Lösungen.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
244,Tchibo,Tchibo_image.png,NONE,Tchibo,1949,,,,,,,,,,,,,,,,"Tchibo ist ein deutsches Familienunternehmen, das sich auf den Verkauf von Kaffee, Bekleidung und Haushaltswaren spezialisiert hat. Gegründet im Jahr 1949, hat sich Tchibo zu einem der führenden Einzelhändler in Deutschland entwickelt. Das Unternehmen ist bekannt für seine Kaffeekompetenz und innovative Vertriebswege wie den Verkauf in Supermärkten und eigenen Filialen. Tchibo legt Wert auf Nachhaltigkeit und soziale Verantwortung in der Lieferkette.",Thomas Linemayr,,,,,,,,,,,,False,False,True,False,False
245,Vorwerk,Vorwerk_image.png,NONE,Vorwerk,1883,,,,,,,,,,,,,,,,"Vorwerk ist ein deutsches Familienunternehmen, das sich auf Haushaltsgeräte, Kosmetik und Finanzdienstleistungen spezialisiert hat. Gegründet im Jahr 1883, hat sich Vorwerk zu einem weltweit bekannten Unternehmen entwickelt, das für seine innovativen Produkte und seine starke Marktposition bekannt ist.",Dr. Rainer Christian Genes,,,,,,,,,,,,False,False,False,False,False
